Precinct,Registered_Voters_x,Absentee_TaylorRehmet,Early_TaylorRehmet,Election_TaylorRehmet,TotalVotes_TaylorRehmet,Absentee_LeighWambsganss,Early_LeighWambsganss,Election_LeighWambsganss,TotalVotes_LeighWambsganss,TotalVotesAll_x,VTD,CountyFIPS,County,CNTY,CNTYVTD,VTDKEY,total,anglo,nanglo,asian,black,hisp,bh,vap,anglovap,nanglovap,asianvap,blackvap,hispvap,bhvap,Winner,Rehmet_Pct,Wambsganss_Pct,Registered_Voters_y,Absentee_KellyHancock,Early_KellyHancock,Election_KellyHancock,TotalVotes_KellyHancock,Absentee_GwennBurud,Early_GwennBurud,Election_GwennBurud,TotalVotes_GwennBurud,TotalVotesAll_y,Hancock_Pct,Burud_Pct,Margin_2026,Margin_2022,Margin_Shift,Dem_Vote_Change
2655,1085,0,18,30,48,0,10,15,25,73,2655,439,TARRANT,439,2202655,8277,2343,783,1560,102,691,764,1429,1915,730,1185,80,535,547,1069,Taylor Rehmet,65.75342465753424,34.24657534246575,1292,2,97,55,154,1,147,83,231,385,40.0,60.0,31.506849315068486,20.0,11.506849315068486,5.753424657534239
2656,97,0,6,1,7,0,2,2,4,11,2656,439,TARRANT,439,2202656,8278,411,131,280,11,83,182,259,312,107,205,8,71,125,193,Taylor Rehmet,63.63636363636363,36.36363636363637,131,0,7,4,11,1,18,5,24,35,31.428571428571427,68.57142857142857,27.272727272727266,37.14285714285714,-9.870129870129873,-4.935064935064936
2657,35,0,0,1,1,0,0,0,0,1,2657,439,TARRANT,439,2202657,8279,102,22,80,2,55,20,74,80,21,59,1,46,11,56,Taylor Rehmet,100.0,0.0,36,0,1,2,3,0,0,1,1,4,75.0,25.0,100.0,-50.0,150.0,75.0
2670,156,0,2,9,11,0,3,1,4,15,2670,439,TARRANT,439,2202670,8283,306,103,203,3,64,132,192,234,97,137,1,43,95,134,Taylor Rehmet,73.33333333333333,26.666666666666668,158,0,17,7,24,1,22,8,31,55,43.63636363636363,56.36363636363636,46.66666666666666,12.727272727272727,33.93939393939393,16.96969696969697
2743,15,0,0,2,2,0,0,0,0,2,2743,439,TARRANT,439,2202743,8298,30,8,22,5,0,13,13,23,8,15,5,0,6,6,Taylor Rehmet,100.0,0.0,11,0,0,0,0,0,1,1,2,2,0.0,100.0,100.0,100.0,0.0,0.0
2744,445,1,6,16,23,0,10,5,15,38,2744,439,TARRANT,439,2202744,8299,898,247,651,71,147,411,551,702,233,469,54,118,271,387,Taylor Rehmet,60.526315789473685,39.473684210526315,446,0,50,23,73,9,57,28,94,167,43.712574850299404,56.287425149700596,21.05263157894737,12.574850299401191,8.477781279546178,4.238890639773089
3032,1354,6,49,85,140,1,38,49,88,228,3032,439,TARRANT,439,2203032,8313,2230,1265,965,69,196,637,821,1758,1091,667,46,130,435,559,Taylor Rehmet,61.40350877192983,38.59649122807017,1386,13,313,136,462,13,191,82,286,748,61.76470588235294,38.23529411764706,22.807017543859658,-23.529411764705884,46.33642930856554,23.16821465428277
3039,1847,2,83,68,153,0,150,129,279,432,3039,439,TARRANT,439,2203039,8318,2355,1883,472,201,71,141,209,1741,1418,323,121,47,102,148,Leigh Wambsganss,35.41666666666667,64.58333333333334,1838,7,584,214,805,20,215,57,292,1097,73.38195077484048,26.618049225159524,-29.16666666666667,-46.76390154968095,17.59723488301428,8.798617441507147
3040,3436,8,171,103,282,15,168,120,303,585,3040,439,TARRANT,439,2203040,8319,4932,3515,1417,357,268,644,891,3931,2934,997,232,176,457,628,Leigh Wambsganss,48.205128205128204,51.7948717948718,3463,48,863,308,1219,43,369,128,540,1759,69.30073905628198,30.69926094371802,-3.5897435897435983,-38.60147811256397,35.01173452282037,17.505867261410184
3041,4060,5,108,135,248,4,90,81,175,423,3041,439,TARRANT,439,2203041,8320,8156,3963,4193,441,1255,2309,3488,6173,3272,2901,335,831,1553,2346,Taylor Rehmet,58.62884160756501,41.371158392434985,4156,21,558,325,904,21,422,259,702,1606,56.28891656288917,43.71108343711084,17.257683215130022,-12.577833125778334,29.835516340908356,14.91775817045417
3043,2351,2,59,88,149,3,79,87,169,318,3043,439,TARRANT,439,2203043,8321,1351,1051,300,20,28,210,233,1041,837,204,11,16,150,164,Leigh Wambsganss,46.855345911949684,53.144654088050316,3945,29,1003,491,1523,18,387,174,579,2102,72.45480494766888,27.545195052331113,-6.289308176100633,-44.909609895337766,38.62030171923713,19.31015085961857
3049,3222,3,173,145,321,5,211,202,418,739,3049,439,TARRANT,439,2203049,8322,4034,3099,935,222,172,447,594,3131,2514,617,156,115,263,363,Leigh Wambsganss,43.437077131258455,56.56292286874154,3164,38,1035,354,1427,43,425,120,588,2015,70.81885856079404,29.181141439205955,-13.125845737483083,-41.63771712158808,28.511871384105,14.2559356920525
3054,3929,10,232,183,425,9,184,163,356,781,3054,439,TARRANT,439,2203054,8323,5502,3746,1756,460,336,826,1133,3955,2824,1131,300,216,513,721,Taylor Rehmet,54.41741357234315,45.58258642765685,3871,18,903,406,1327,30,548,171,749,2076,63.921001926782274,36.078998073217726,8.834827144686301,-27.84200385356455,36.67683099825085,18.338415499125425
3063,1829,3,116,80,199,1,122,114,237,436,3063,439,TARRANT,439,2203063,8324,2338,1723,615,89,102,360,448,1858,1445,413,67,54,226,278,Leigh Wambsganss,45.642201834862384,54.357798165137616,1821,13,546,218,777,19,266,80,365,1142,68.0385288966725,31.961471103327494,-8.715596330275233,-36.077057793345006,27.361461463069773,13.68073073153489
3072,2783,6,171,98,275,12,208,152,372,647,3072,439,TARRANT,439,2203072,8325,3497,2761,736,271,100,276,367,2718,2203,515,194,74,177,244,Leigh Wambsganss,42.503863987635235,57.496136012364765,2851,28,912,305,1245,36,336,88,460,1705,73.02052785923753,26.97947214076246,-14.99227202472953,-46.04105571847507,31.04878369374554,15.524391846872774
3131,1816,2,73,83,158,0,65,84,149,307,3131,439,TARRANT,439,2203131,8327,3106,1854,1252,90,328,752,1053,2463,1592,871,68,206,510,711,Taylor Rehmet,51.465798045602604,48.534201954397396,1850,12,377,223,612,11,190,113,314,926,66.09071274298056,33.909287257019436,2.9315960912052077,-32.18142548596112,35.11302157716633,17.556510788583168
3139,1497,2,67,59,128,4,44,48,96,224,3139,439,TARRANT,439,2203139,8328,2756,1336,1420,69,407,869,1241,2052,1092,960,47,243,588,820,Taylor Rehmet,57.14285714285714,42.857142857142854,1524,5,262,93,360,18,179,93,290,650,55.38461538461539,44.61538461538462,14.285714285714285,-10.769230769230766,25.05494505494505,12.527472527472518
3140,1925,6,95,83,184,0,87,79,166,350,3140,439,TARRANT,439,2203140,8329,2860,1939,921,96,139,567,679,2201,1585,616,74,85,362,440,Taylor Rehmet,52.57142857142857,47.42857142857143,1928,16,493,176,685,14,244,74,332,1017,67.35496558505409,32.64503441494592,5.142857142857139,-34.70993117010817,39.85278831296531,19.92639415648265
3152,50,0,1,1,2,0,1,2,3,5,3152,439,TARRANT,439,2203152,8330,71,51,20,6,3,11,14,52,39,13,2,3,7,10,Leigh Wambsganss,40.0,60.0,47,2,9,4,15,0,4,1,5,20,75.0,25.0,-20.0,-50.0,30.0,15.0
3156,1825,2,88,74,164,2,117,87,206,370,3156,439,TARRANT,439,2203156,8331,2187,1587,600,86,99,305,397,1734,1339,395,55,55,197,250,Leigh Wambsganss,44.32432432432433,55.67567567567567,1818,25,559,162,746,35,217,79,331,1077,69.26648096564531,30.73351903435469,-11.35135135135134,-38.53296193129063,27.18161057993929,13.59080528996964
3157,2492,2,87,116,205,2,77,37,116,321,3157,439,TARRANT,439,2203157,8332,4688,2342,2346,152,797,1273,2017,3469,1918,1551,105,519,829,1323,Taylor Rehmet,63.862928348909655,36.13707165109034,2537,16,376,174,566,27,339,128,494,1060,53.39622641509434,46.60377358490566,27.725856697819317,-6.7924528301886795,34.518309528008,17.259154764003995
3164,2312,3,56,91,150,0,41,90,131,281,3164,439,TARRANT,439,2203164,8334,3752,2130,1622,91,259,1139,1384,2950,1841,1109,68,162,765,921,Taylor Rehmet,53.380782918149464,46.619217081850536,2169,10,371,233,614,18,254,102,374,988,62.145748987854255,37.85425101214575,6.761565836298928,-24.291497975708502,31.05306381200743,15.526531906003711
3166,2810,1,82,98,181,0,42,65,107,288,3166,439,TARRANT,439,2203166,8335,7236,2350,4886,323,1745,2737,4373,5173,1984,3189,246,1115,1730,2783,Taylor Rehmet,62.84722222222222,37.15277777777778,2868,9,369,173,551,18,341,198,557,1108,49.72924187725632,50.270758122743686,25.694444444444443,0.5415162454873652,25.152928198957078,12.576464099478535
3172,2710,4,110,141,255,1,70,99,170,425,3172,439,TARRANT,439,2203172,8336,5120,2753,2367,144,720,1356,2038,3840,2268,1572,110,446,905,1326,Taylor Rehmet,60.0,40.0,2741,16,504,236,756,43,354,135,532,1288,58.69565217391305,41.30434782608695,20.0,-17.391304347826093,37.39130434782609,18.695652173913047
3176,3570,7,171,181,359,3,94,123,220,579,3176,439,TARRANT,439,2203176,8337,6482,3415,3067,276,966,1640,2565,5050,2930,2120,198,668,1078,1729,Taylor Rehmet,62.00345423143351,37.99654576856649,3580,27,762,289,1078,53,494,197,744,1822,59.16575192096597,40.83424807903403,24.006908462867017,-18.331503841931934,42.33841230479895,21.169206152399475
3177,2653,5,131,104,240,4,190,138,332,572,3177,439,TARRANT,439,2203177,8338,3323,2528,795,161,148,393,536,2664,2117,547,109,105,265,367,Leigh Wambsganss,41.95804195804196,58.04195804195804,2616,15,841,288,1144,28,319,84,431,1575,72.63492063492063,27.365079365079364,-16.08391608391608,-45.269841269841265,29.185925185925186,14.592962592962596
3185,2,0,0,0,0,0,0,0,0,0,3185,439,TARRANT,439,2203185,8340,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Tie,0,0,1,0,0,0,0,0,0,0,0,0,,,0,,,
3187,1769,3,68,98,169,0,42,61,103,272,3187,439,TARRANT,439,2203187,8341,2661,1628,1033,151,149,625,765,2004,1322,682,103,94,406,498,Taylor Rehmet,62.13235294117647,37.86764705882353,1720,9,295,207,511,10,177,116,303,814,62.77641277641277,37.223587223587224,24.264705882352942,-25.552825552825546,49.81753143517849,24.908765717589247
3192,2459,3,57,83,143,3,126,116,245,388,3192,439,TARRANT,439,2203192,8342,1338,950,388,66,123,165,274,1110,809,301,50,95,129,215,Leigh Wambsganss,36.855670103092784,63.144329896907216,1338,20,433,124,577,11,147,44,202,779,74.06931964056483,25.930680359435172,-26.288659793814432,-48.138639281129656,21.849979487315224,10.924989743657612
3194,2502,3,57,109,169,1,60,63,124,293,3194,439,TARRANT,439,2203194,8344,4272,2296,1976,201,245,1425,1650,3146,1804,1342,166,149,945,1081,Taylor Rehmet,57.67918088737202,42.32081911262799,2484,18,347,251,616,18,230,166,414,1030,59.80582524271845,40.19417475728155,15.358361774744033,-19.611650485436897,34.97001226018093,17.48500613009047
3196,2289,7,151,117,275,0,131,127,258,533,3196,439,TARRANT,439,2203196,8345,2739,2085,654,144,104,334,430,2226,1764,462,104,74,229,298,Taylor Rehmet,51.594746716697934,48.405253283302066,2265,19,661,220,900,22,352,92,466,1366,65.88579795021961,34.11420204978038,3.1894934333958673,-31.77159590043923,34.9610893338351,17.480544666917552
3200,2484,6,155,108,269,1,126,75,202,471,3200,439,TARRANT,439,2203200,8346,3877,2349,1528,308,515,611,1094,3125,2031,1094,224,361,427,771,Taylor Rehmet,57.11252653927813,42.88747346072187,2556,16,572,166,754,33,392,120,545,1299,58.04464973056197,41.95535026943803,14.225053078556257,-16.089299461123943,30.3143525396802,15.1571762698401
3209,4723,15,230,202,447,10,307,352,669,1116,3209,439,TARRANT,439,2203209,8347,5028,3989,1039,215,200,466,655,3877,3161,716,141,143,306,445,Leigh Wambsganss,40.053763440860216,59.946236559139784,4373,62,1549,531,2142,29,557,157,743,2885,74.24610051993068,25.753899480069325,-19.892473118279568,-48.49220103986136,28.59972792158179,14.29986396079089
3212,2194,8,65,86,159,3,68,65,136,295,3212,439,TARRANT,439,2203212,8348,3742,1945,1797,226,941,522,1403,3010,1741,1269,176,610,377,955,Taylor Rehmet,53.898305084745765,46.101694915254235,2184,28,332,159,519,23,277,141,441,960,54.0625,45.9375,7.7966101694915295,-8.125,15.92161016949153,7.960805084745765
3213,2149,3,83,114,200,1,40,62,103,303,3213,439,TARRANT,439,2203213,8349,3106,1895,1211,31,208,905,1085,2348,1556,792,22,119,568,676,Taylor Rehmet,66.006600660066,33.993399339933994,2066,12,324,197,533,16,290,113,419,952,55.98739495798319,44.01260504201681,32.013201320132005,-11.974789915966383,43.98799123609839,21.99399561804919
3214,3380,4,122,146,272,0,104,116,220,492,3214,439,TARRANT,439,2203214,8350,4911,2694,2217,521,535,1025,1527,3920,2277,1643,390,378,752,1115,Taylor Rehmet,55.28455284552846,44.71544715447154,3222,18,679,253,950,17,387,178,582,1532,62.01044386422977,37.989556135770236,10.569105691056919,-24.020887728459535,34.58999341951645,17.294996709758223
3215,2344,5,133,95,233,1,143,132,276,509,3215,439,TARRANT,439,2203215,8351,3199,2302,897,134,254,417,654,2635,2007,628,94,168,299,458,Leigh Wambsganss,45.77603143418468,54.223968565815326,2343,25,762,171,958,28,327,72,427,1385,69.1696750902527,30.830324909747294,-8.447937131630646,-38.339350180505406,29.89141304887476,14.945706524437387
3240,4646,10,157,190,357,7,113,128,248,605,3240,439,TARRANT,439,2203240,8353,5763,2933,2830,647,709,1348,2002,3976,2148,1828,431,459,835,1271,Taylor Rehmet,59.008264462809926,40.99173553719008,4199,16,747,420,1183,23,538,232,793,1976,59.86842105263158,40.131578947368425,18.016528925619845,-19.736842105263158,37.753371030883,18.8766855154415
3247,1896,5,77,43,125,0,39,49,88,213,3247,439,TARRANT,439,2203247,8354,4387,1622,2765,145,1669,843,2449,3205,1321,1884,110,1099,594,1654,Taylor Rehmet,58.68544600938967,41.31455399061033,1925,9,254,121,384,17,243,125,385,769,49.93498049414825,50.06501950585176,17.370892018779344,0.1300390117035093,17.240853007075835,8.620426503537914
3248,4143,11,244,195,450,1,266,239,506,956,3248,439,TARRANT,439,2203248,8355,5125,3990,1135,352,182,457,627,4004,3203,801,244,137,310,439,Leigh Wambsganss,47.071129707112966,52.928870292887034,4126,35,1368,415,1818,61,575,160,796,2614,69.54858454475898,30.45141545524101,-5.857740585774067,-39.097169089517976,33.23942850374391,16.619714251871958
3254,2541,8,94,95,197,3,71,60,134,331,3254,439,TARRANT,439,2203254,8357,4203,2183,2020,216,733,899,1606,3257,1863,1394,167,468,619,1075,Taylor Rehmet,59.516616314199396,40.483383685800604,2550,11,423,212,646,29,337,147,513,1159,55.73770491803278,44.26229508196721,19.033232628398792,-11.475409836065573,30.508642464464366,15.254321232232186
3282,1736,4,90,96,190,3,64,79,146,336,3282,439,TARRANT,439,2203282,8359,2456,1726,730,68,174,412,576,1956,1421,535,52,130,286,408,Taylor Rehmet,56.547619047619044,43.452380952380956,1741,13,435,178,626,14,236,87,337,963,65.00519210799584,34.994807892004154,13.095238095238088,-30.010384215991685,43.10562231122977,21.55281115561489
3286,1435,0,29,40,69,2,97,85,184,253,3286,439,TARRANT,439,2203286,8361,1431,992,439,266,60,69,121,985,738,247,143,30,36,63,Leigh Wambsganss,27.27272727272727,72.72727272727273,1239,3,432,133,568,4,94,29,127,695,81.72661870503597,18.27338129496403,-45.45454545454547,-63.45323741007195,17.998691955526482,8.999345977763241
3287,2794,1,83,127,211,2,65,109,176,387,3287,439,TARRANT,439,2203287,8362,4264,2616,1648,335,236,974,1181,3273,2108,1165,253,156,653,793,Taylor Rehmet,54.52196382428941,45.47803617571059,2786,14,493,291,798,22,282,183,487,1285,62.1011673151751,37.8988326848249,9.043927648578816,-24.202334630350194,33.24626227892901,16.623131139464505
3289,2959,2,105,98,205,2,107,79,188,393,3289,439,TARRANT,439,2203289,8363,5269,2744,2525,329,351,1694,2014,3960,2248,1712,223,229,1137,1350,Taylor Rehmet,52.16284987277354,47.837150127226465,2996,12,642,267,921,19,285,127,431,1352,68.12130177514793,31.87869822485207,4.325699745547077,-36.242603550295854,40.56830329584293,20.284151647921473
3324,2614,5,113,126,244,1,88,83,172,416,3324,439,TARRANT,439,2203324,8367,4070,2519,1551,145,468,872,1289,3160,2096,1064,113,291,569,841,Taylor Rehmet,58.65384615384615,41.34615384615385,2445,15,509,279,803,19,298,122,439,1242,64.65378421900161,35.34621578099839,17.307692307692307,-29.307568438003216,46.61526074569552,23.30763037284776
3325,1177,3,37,48,88,0,47,64,111,199,3325,439,TARRANT,439,2203325A,8368,1763,1056,707,47,97,474,564,1372,896,476,34,51,312,359,Leigh Wambsganss,44.221105527638194,55.778894472361806,1155,5,289,139,433,5,125,67,197,630,68.73015873015873,31.26984126984127,-11.557788944723612,-37.46031746031747,25.902528515593858,12.951264257796925
3326,1508,1,95,49,145,0,38,27,65,210,3326,439,TARRANT,439,2203326,8370,1822,1094,728,67,230,399,615,1492,967,525,56,162,276,432,Taylor Rehmet,69.04761904761905,30.952380952380953,1065,5,189,86,280,8,129,79,216,496,56.451612903225815,43.54838709677419,38.0952380952381,-12.903225806451623,50.998463901689725,25.49923195084486
3327,1665,0,114,98,212,0,96,90,186,398,3327,439,TARRANT,439,2203327,8371,2059,1427,632,86,116,359,453,1698,1233,465,73,82,259,328,Taylor Rehmet,53.266331658291456,46.733668341708544,1727,18,413,174,605,17,292,76,385,990,61.111111111111114,38.88888888888889,6.532663316582912,-22.22222222222222,28.754885538805134,14.377442769402563
3332,3495,4,111,163,278,1,49,60,110,388,3332,439,TARRANT,439,2203332,8375,6240,2841,3399,730,865,1664,2472,4463,2235,2228,548,472,1080,1523,Taylor Rehmet,71.64948453608247,28.350515463917525,3485,18,482,328,828,18,352,197,567,1395,59.354838709677416,40.64516129032258,43.298969072164944,-18.70967741935484,62.008646491519784,31.004323245759892
3333,4601,14,290,228,532,13,204,178,395,927,3333,439,TARRANT,439,2203333,8376,6048,4004,2044,319,584,921,1471,4813,3365,1448,229,398,626,1006,Taylor Rehmet,57.38942826321467,42.61057173678533,4308,60,1058,406,1524,50,646,206,902,2426,62.819455894476505,37.180544105523495,14.778856526429337,-25.63891178895301,40.41776831538235,20.208884157691173
3334,2231,4,139,80,223,0,92,62,154,377,3334,439,TARRANT,439,2203334,8377,3559,2030,1529,212,617,615,1195,2893,1773,1120,148,442,452,869,Taylor Rehmet,59.15119363395226,40.84880636604775,2294,11,472,129,612,28,375,113,516,1128,54.25531914893617,45.744680851063826,18.302387267904514,-8.51063829787234,26.813025565776854,13.406512782888434
3359,2279,6,180,114,300,3,217,120,340,640,3359,439,TARRANT,439,2203359,8380,2930,2162,768,398,76,196,267,2068,1605,463,249,56,108,160,Leigh Wambsganss,46.875,53.125,2316,9,661,218,888,21,337,86,444,1332,66.66666666666666,33.33333333333333,-6.25,-33.33333333333333,27.08333333333333,13.541666666666671
3363,1749,0,62,56,118,0,80,82,162,280,3363,439,TARRANT,439,2203363,8382,858,687,171,10,28,110,135,644,520,124,10,26,67,91,Leigh Wambsganss,42.142857142857146,57.85714285714286,4008,23,1018,442,1483,10,440,170,620,2103,70.51830718021873,29.481692819781262,-15.714285714285715,-41.03661436043747,25.322328646151753,12.661164323075884
3364,1594,1,41,56,98,1,37,47,85,183,3364,439,TARRANT,439,2203364,8383,1954,1015,939,158,397,353,732,1526,860,666,114,279,238,507,Taylor Rehmet,53.551912568306015,46.44808743169399,1444,6,261,119,386,7,213,94,314,700,55.14285714285714,44.857142857142854,7.1038251366120235,-10.285714285714285,17.38953942232631,8.694769711163161
3365,4520,10,274,190,474,9,341,287,637,1111,3365,439,TARRANT,439,2203365,8384,5654,4535,1119,299,167,478,630,4089,3365,724,186,111,315,420,Leigh Wambsganss,42.66426642664267,57.33573357335734,4466,32,1530,469,2031,38,579,158,775,2806,72.38061297220241,27.619387027797575,-14.671467146714669,-44.76122594440484,30.089758797690173,15.044879398845094
3367,1781,2,95,85,182,1,74,87,162,344,3367,439,TARRANT,439,2203367,8385,2421,1785,636,110,128,341,461,1858,1425,433,85,91,210,297,Taylor Rehmet,52.90697674418605,47.093023255813954,1818,6,501,187,694,22,255,78,355,1049,66.15824594852239,33.841754051477594,5.8139534883721,-32.3164918970448,38.1304453854169,19.06522269270846
3372,4135,7,130,214,351,3,90,122,215,566,3372,439,TARRANT,439,2203372,8387,6546,3883,2663,750,657,1128,1733,4447,2681,1766,542,402,702,1086,Taylor Rehmet,62.014134275618375,37.985865724381625,4020,20,876,354,1250,19,479,212,710,1960,63.775510204081634,36.224489795918366,24.02826855123675,-27.551020408163268,51.57928895940002,25.78964447970001
3386,2712,4,191,88,283,11,222,174,407,690,3386,439,TARRANT,439,2203386,8390,3206,2540,666,188,118,266,376,2405,1972,433,130,79,163,238,Leigh Wambsganss,41.01449275362319,58.98550724637681,2627,25,833,332,1190,28,303,97,428,1618,73.54758961681088,26.45241038318912,-17.971014492753625,-47.095179233621764,29.12416474086814,14.562082370434066
3387,2169,6,128,109,243,2,163,155,320,563,3387,439,TARRANT,439,2203387,8391,2738,2182,556,74,75,325,382,2141,1765,376,60,41,213,247,Leigh Wambsganss,43.16163410301954,56.838365896980456,2201,8,830,208,1046,17,274,73,364,1410,74.18439716312056,25.81560283687943,-13.676731793960919,-48.36879432624113,34.69206253228021,17.346031266140105
3392,2415,1,161,105,267,8,197,176,381,648,3392,439,TARRANT,439,2203392,8395,3062,2363,699,219,77,330,399,2244,1792,452,149,57,191,246,Leigh Wambsganss,41.2037037037037,58.79629629629629,2462,19,803,259,1081,21,327,79,427,1508,71.684350132626,28.315649867374006,-17.592592592592588,-43.36870026525199,25.7761076726594,12.888053836329696
3398,1751,4,53,73,130,0,54,67,121,251,3398,439,TARRANT,439,2203398,8397,2566,1668,898,130,181,509,680,1963,1339,624,107,115,342,452,Taylor Rehmet,51.79282868525896,48.20717131474104,1779,9,324,179,512,22,198,86,306,818,62.59168704156479,37.40831295843521,3.5856573705179215,-25.18337408312958,28.7690314536475,14.38451572682375
3406,0,0,0,0,0,0,0,0,0,0,3406,439,TARRANT,439,2203406,8398,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Tie,0,0,0,0,0,0,0,0,0,0,0,0,,,0,,,
3409,53,0,0,0,0,0,0,0,0,0,3409,439,TARRANT,439,2203409,8399,201,50,151,6,11,130,140,144,45,99,2,6,85,90,Tie,0,0,51,0,5,4,9,0,0,0,0,9,100.0,0.0,0,-100.0,100.0,0.0
3417,2696,0,101,152,253,2,63,77,142,395,3417,439,TARRANT,439,2203417,8400,4562,2437,2125,429,673,890,1520,3149,1765,1384,282,427,588,994,Taylor Rehmet,64.0506329113924,35.949367088607595,2656,17,520,204,741,10,391,156,557,1298,57.08782742681048,42.91217257318952,28.101265822784804,-14.175654853620955,42.27692067640576,21.138460338202876
3422,3017,2,147,128,277,3,139,239,381,658,3422,439,TARRANT,439,2203422,8402,3754,2360,1394,690,213,384,591,2474,1628,846,429,133,215,348,Leigh Wambsganss,42.097264437689965,57.90273556231003,2661,14,740,362,1116,9,321,131,461,1577,70.76727964489538,29.23272035510463,-15.805471124620063,-41.53455928979075,25.729088165170687,12.864544082585336
3433,608,0,40,26,66,4,33,44,81,147,3433,439,TARRANT,439,2203433,8403,839,648,191,51,37,83,118,709,553,156,32,36,65,99,Leigh Wambsganss,44.89795918367347,55.10204081632652,626,6,186,74,266,11,88,24,123,389,68.38046272493573,31.619537275064268,-10.20408163265305,-36.76092544987146,26.556843817218407,13.278421908609204
3447,0,0,0,0,0,0,0,0,0,0,3447,439,TARRANT,439,2203447,8406,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Tie,0,0,0,0,0,0,0,0,0,0,0,0,,,0,,,
3465,3958,6,168,211,385,3,97,114,214,599,3465,439,TARRANT,439,2203465,8407,6551,3638,2913,507,786,1513,2241,4597,2697,1900,320,507,981,1454,Taylor Rehmet,64.27378964941569,35.72621035058431,4002,21,720,352,1093,32,538,224,794,1887,57.9226285108638,42.0773714891362,28.54757929883138,-15.845257021727605,44.392836320558985,22.196418160279492
3470,159,0,4,1,5,0,6,4,10,15,3470,439,TARRANT,439,2203470,8409,267,119,148,42,11,94,103,195,99,96,23,7,64,71,Leigh Wambsganss,33.33333333333333,66.66666666666666,181,0,31,13,44,0,23,5,28,72,61.111111111111114,38.88888888888889,-33.33333333333333,-22.22222222222222,-11.111111111111107,-5.555555555555564
3471,1874,5,129,81,215,6,144,123,273,488,3471,439,TARRANT,439,2203471,8410,2303,1835,468,140,76,196,262,1705,1411,294,84,50,117,164,Leigh Wambsganss,44.05737704918033,55.942622950819676,1894,24,654,191,869,25,245,65,335,1204,72.17607973421927,27.823920265780732,-11.885245901639344,-44.35215946843854,32.4669135667992,16.2334567833996
3486,4569,6,232,252,490,1,154,170,325,815,3486,439,TARRANT,439,2203486,8411,6496,4125,2371,566,648,1018,1618,4323,2846,1477,345,377,621,983,Taylor Rehmet,60.122699386503065,39.87730061349693,4492,49,998,490,1537,25,644,220,889,2426,63.35531739488871,36.64468260511129,20.245398773006137,-26.710634789777416,46.95603356278355,23.478016781391773
3500,505,2,8,10,20,0,18,12,30,50,3500,439,TARRANT,439,2203500,8412,688,524,164,31,38,84,122,548,436,112,20,24,55,79,Leigh Wambsganss,40.0,60.0,513,2,151,55,208,6,40,24,70,278,74.82014388489209,25.179856115107913,-20.0,-49.64028776978418,29.64028776978418,14.820143884892087
3502,1688,4,102,60,166,4,150,133,287,453,3502,439,TARRANT,439,2203502,8413,1948,1627,321,81,32,150,177,1463,1259,204,50,16,94,106,Leigh Wambsganss,36.64459161147903,63.35540838852097,1702,16,599,203,818,15,175,44,234,1052,77.75665399239544,22.24334600760456,-26.71081677704194,-55.513307984790885,28.802491207748943,14.401245603874468
3507,2838,4,139,104,247,0,77,85,162,409,3507,439,TARRANT,439,2203507,8414,4311,2596,1715,153,398,1028,1390,3181,2049,1132,112,232,688,906,Taylor Rehmet,60.391198044009776,39.60880195599022,2731,9,465,309,783,18,328,186,532,1315,59.543726235741445,40.456273764258555,20.78239608801956,-19.08745247148289,39.86984855950245,19.934924279751222
3509,2276,3,84,88,175,1,69,78,148,323,3509,439,TARRANT,439,2203509,8415,3483,2165,1318,163,244,771,985,2646,1737,909,122,142,530,654,Taylor Rehmet,54.179566563467496,45.82043343653251,2277,9,424,247,680,10,254,161,425,1105,61.53846153846154,38.46153846153847,8.359133126934985,-23.076923076923073,31.436056203858058,15.718028101929029
3517,2620,6,99,64,169,5,102,35,142,311,3517,439,TARRANT,439,2203517,8419,4753,2345,2408,328,1199,837,1987,3956,2159,1797,265,858,607,1441,Taylor Rehmet,54.340836012861736,45.659163987138264,2601,23,424,114,561,27,336,128,491,1052,53.326996197718636,46.67300380228137,8.681672025723472,-6.653992395437264,15.335664421160736,7.6678322105803645
3526,1365,1,98,48,147,2,125,94,221,368,3526,439,TARRANT,439,2203526,8420,1642,1194,448,246,39,109,148,1225,924,301,152,37,73,110,Leigh Wambsganss,39.94565217391305,60.05434782608695,1368,12,460,110,582,13,191,52,256,838,69.4510739856802,30.54892601431981,-20.108695652173907,-38.902147971360385,18.79345231918648,9.396726159593236
3527,2743,6,128,137,271,3,149,153,305,576,3527,439,TARRANT,439,2203527,8421,3522,2588,934,160,184,486,651,2745,2062,683,112,123,340,457,Leigh Wambsganss,47.04861111111111,52.951388888888886,2686,19,725,295,1039,18,380,117,515,1554,66.85971685971685,33.14028314028314,-5.902777777777779,-33.71943371943372,27.816655941655938,13.908327970827969
3529,0,5,191,157,353,0,199,189,388,741,3529,439,TARRANT,439,2203529,8422,3891,2369,1522,1039,144,259,393,2583,1686,897,598,87,156,240,Leigh Wambsganss,47.638326585695005,52.36167341430499,2877,12,819,303,1134,21,382,134,537,1671,67.86355475763017,32.13644524236984,-4.723346828609984,-35.72710951526033,31.003762686650347,15.501881343325167
